district,quarter,zone_type,zone_code,zone_name,business_type,monthly_sales,monthly_count,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,male_sales,female_sales,age_10s_sales,age_20s_sales,age_30s_sales,age_40s_sales,age_50s_sales,age_60plus_sales
마포구,20241,발달상권,3120107,공덕역(공덕오거리),분식전문점,995773449,92479,148975953,181077678,187658993,211914979,150433966,85600623,30111257,390938196,423051111,1916755,109303857,276903398,225821538,129215418,70828343
마포구,20241,발달상권,3120107,공덕역(공덕오거리),호프-간이주점,679606315,12921,78790406,91402726,125266730,126811700,128675143,82467933,46191677,362888869,188020667,3732323,95925347,168264563,122745197,118072981,42169123
마포구,20241,발달상권,3120107,공덕역(공덕오거리),커피-음료,1214444136,198816,164144068,210330278,213768707,220320213,206422928,119650667,79807275,520406690,497815337,3570651,157685682,341845660,214424030,173344722,127351292
마포구,20241,발달상권,3120107,공덕역(공덕오거리),스포츠 강습,764857612,896,131789312,55022927,221719139,73788110,247200152,35337972,0,58200993,691866346,0,194078961,119450348,251545616,170704171,14288242
마포구,20241,발달상권,3120107,공덕역(공덕오거리),일반의원,4139025600,47145,736261528,820792557,604432148,718370870,806721476,452447021,0,1586148008,2543049371,1169538,244680442,1297599261,1418809614,827214071,339724454
마포구,20241,발달상권,3120107,공덕역(공덕오거리),치과의원,901987137,8400,168275665,127509422,231719000,65210207,162692149,146580694,0,527268968,361410859,519163,19238104,136279111,393017383,104577919,235048146
마포구,20241,발달상권,3120107,공덕역(공덕오거리),한의원,140680065,6258,21891539,19662639,18933943,17486319,30384161,32321464,0,79996045,60684020,0,2949887,25581659,52362095,23171032,36615392
마포구,20241,발달상권,3120107,공덕역(공덕오거리),골프연습장,183374874,3837,21154983,14010622,35430309,24740530,27929333,33142203,26966894,137163081,20547481,0,4816811,34954473,44380239,47874858,25684179
마포구,20241,발달상권,3120107,공덕역(공덕오거리),스포츠클럽,323894413,580,91931530,16933724,76678794,68389435,27486624,7870053,34604253,150467203,137991145,0,47423714,104616723,43699878,38711024,54007010
마포구,20241,발달상권,3120107,공덕역(공덕오거리),미용실,463953694,6905,38696028,36806585,68132646,54494376,73125102,120320466,72378491,218033789,240797345,3303472,47006379,100618521,151981663,90099399,65821699
마포구,20241,발달상권,3120107,공덕역(공덕오거리),네일숍,36203426,367,7346159,3988999,4233310,5728658,8799384,2796090,3310826,11080865,25122561,0,1878010,10556118,7432300,11159966,5177032
마포구,20241,발달상권,3120107,공덕역(공덕오거리),피부관리실,534314231,1432,85205131,102706591,130912613,84100912,71534376,37571708,22282900,83429315,450884916,0,72900217,217847567,38600218,129679140,75287089
마포구,20241,발달상권,3120107,공덕역(공덕오거리),부동산중개업,1464823,13,0,0,0,0,0,1464823,0,0,1464823,0,0,0,1464823,0,0
마포구,20241,발달상권,3120107,공덕역(공덕오거리),슈퍼마켓,53023663,13244,9801574,12989941,11534986,11289861,7085382,297451,24468,27204965,23764333,0,7133172,24670797,9896007,3537312,5732009
마포구,20241,발달상권,3120107,공덕역(공덕오거리),편의점,806799814,97737,118294360,118615557,120271363,127604856,118426611,106293482,97293585,404827739,391009391,4914003,161372800,285059203,166497647,128831206,49162270
마포구,20241,발달상권,3120107,공덕역(공덕오거리),핸드폰,133581096,1646,124803694,2742938,4388701,1645763,0,0,0,128095220,5485876,0,0,1645763,0,1645763,130289570
마포구,20241,발달상권,3120107,공덕역(공덕오거리),반찬가게,1280877098,2867,1219671232,9735501,28736799,9087706,13645860,0,0,1213530891,67346207,0,0,1209846686,53767870,13578337,3684205
마포구,20241,발달상권,3120107,공덕역(공덕오거리),일반의류,11971365540,97505,387157365,1631718610,1758114408,1930768705,2554498645,3235576887,473530920,4183652262,7547933162,0,263975170,1210596124,1937615040,4378678350,3940720740
마포구,20241,발달상권,3120107,공덕역(공덕오거리),의약품,862924386,72170,153391266,156854476,136618299,148212320,153155814,114643771,48440,396415696,465793437,2143136,44708706,199739315,222475913,150904349,242237714
마포구,20241,발달상권,3120107,공덕역(공덕오거리),화장품,18483242,170,4800000,6769865,2367389,1175928,2166467,1203593,0,3191719,15291523,0,320089,5898698,5004790,7234515,25150
마포구,20241,발달상권,3120107,공덕역(공덕오거리),화초,184116272,5432,21236750,30938804,27331751,36643045,36451739,20138573,11375610,75904812,75009206,1254795,20993460,48724726,34893524,28394191,16653324
영등포구,20241,발달상권,3120128,신도림역,한식음식점,3943912405,145317,509097256,510313283,594917622,612747248,707676097,615132537,394028362,2040303448,1515915696,9701654,520466422,1122907224,716177611,612809969,574156260
영등포구,20241,발달상권,3120128,신도림역,중식음식점,259117377,11066,38881165,39397043,35075666,44445210,36680614,36342003,28295676,121525383,79643297,48407,16836772,53359530,48326709,35796597,46800665
영등포구,20241,발달상권,3120128,신도림역,일식음식점,932224138,51308,120640987,106254548,127680085,149502271,143719322,151414189,133012736,476129605,341085346,2031988,116401858,275489106,173368482,131034049,118889469
영등포구,20241,발달상권,3120128,신도림역,양식음식점,626524197,19196,27206372,62693508,91941717,76093733,128564225,130997493,109027149,306521542,273593292,3029269,97200896,206809601,136237491,75839980,60997599
영등포구,20241,발달상권,3120128,신도림역,제과점,109409353,12142,14695056,13160522,16327824,16081042,16275223,19706067,13163619,44710022,54782512,368857,8654225,27588476,23808361,22400161,16672452
영등포구,20241,발달상권,3120128,신도림역,패스트푸드점,751101668,94405,95881338,87443779,103393791,104768654,111057967,133679168,114876971,396907960,354193708,4632959,145300177,272879083,173177606,97963396,57148447
영등포구,20241,발달상권,3120128,신도림역,치킨전문점,457123960,11396,51938447,50320596,59526556,65375394,79219482,85961243,64782242,283935892,143305233,3179875,67333265,115916320,91502402,90221580,59087684
영등포구,20241,발달상권,3120128,신도림역,분식전문점,827297619,64633,124233236,105485058,132180433,121113666,115175349,142221284,86888593,439436766,289033070,2728301,64113666,224675903,185097978,168953790,82900197
영등포구,20241,발달상권,3120128,신도림역,호프-간이주점,1286558639,28112,122013881,152248045,176756152,167256501,240360275,282949469,144974316,761334280,468273129,29130129,317661199,473917196,195356503,155760930,57781450
영등포구,20241,발달상권,3120128,신도림역,커피-음료,1369005612,163142,175121750,171626868,186090734,188485236,188084668,275702667,183893689,525127017,743655539,4940736,226351467,421084714,234379347,211262478,170763813
영등포구,20241,발달상권,3120128,신도림역,예술학원,132730988,7967,25996985,21537149,20955524,21482181,14895188,14283670,13580291,33833874,98897114,32371,16922434,54674485,31437671,14030140,15633887
영등포구,20241,발달상권,3120128,신도림역,일반의원,2383617166,42782,375385598,289186674,374878041,491007089,410654224,442505540,0,763749173,1619867993,1111663,364832482,649425498,701727530,393553735,272966258
영등포구,20241,발달상권,3120128,신도림역,치과의원,690285872,6196,156388788,128871808,49698985,142142747,128083957,85099587,0,323748745,366537127,30074,113321612,151314913,276069062,115907116,33643095
영등포구,20241,발달상권,3120128,신도림역,한의원,747363258,16795,133712035,130777798,113175265,46104176,57461548,266132436,0,193009594,554353664,0,59192652,142274310,277781995,213860472,54253829
영등포구,20241,발달상권,3120128,신도림역,스포츠클럽,221568830,769,29959677,66208084,39802100,30033992,24576380,24205097,6783500,144388272,77180558,0,43953839,82249842,50974825,23048515,21341809
영등포구,20241,발달상권,3120128,신도림역,미용실,192586712,5503,16403564,13984620,19112666,27318787,31594577,44342775,39829723,86502174,106084538,919041,22006918,62830518,40684662,46109634,20035939
영등포구,20241,발달상권,3120128,신도림역,네일숍,146384308,2641,15990592,7894917,28221042,25544656,34780611,27722099,6230391,34935361,106615439,0,21504629,38807762,30008830,26265277,24964301
영등포구,20241,발달상권,3120128,신도림역,피부관리실,244117391,378,0,51717391,0,0,143455535,48944465,0,2318730,241798661,0,103176935,139617716,1322740,0,0
영등포구,20241,발달상권,3120128,신도림역,세탁소,43646990,3270,7426211,5637544,3763872,5297521,4251476,11721370,5548996,23332940,20314050,0,5625739,19092088,6544274,8389611,3995278
영등포구,20241,발달상권,3120128,신도림역,부동산중개업,71000000,222,0,0,0,0,71000000,0,0,71000000,0,0,0,0,0,71000000,0
영등포구,20241,발달상권,3120128,신도림역,노래방,125261130,20132,14116494,12032247,12505724,11426547,25924885,33838305,15416928,71501067,53760063,3260396,42272320,41120102,22715552,12827511,3065249
영등포구,20241,발달상권,3120128,신도림역,슈퍼마켓,419504521,68353,69126324,64384060,67028657,60414459,74854273,45841324,37855424,261677416,157827105,1786841,48046299,123870703,141709359,74921599,29169720
영등포구,20241,발달상권,3120128,신도림역,편의점,816376102,71537,122783396,83589910,113464328,115002942,134486168,134183751,112865607,301533228,514842874,5159526,198421115,271885697,156026188,119155047,65728529
영등포구,20241,발달상권,3120128,신도림역,컴퓨터및주변장치판매,2548812989,10234,513382932,211157773,441558344,281082211,207113228,652621109,241897392,1570958965,552199696,35991013,257136366,405241596,710384772,498157531,216247383
영등포구,20241,발달상권,3120128,신도림역,핸드폰,893876805,8745,105164757,3072229,250363021,223563731,92875842,216473972,2363253,239870176,299896803,18906024,6853434,3781205,220491502,134705420,155029395
영등포구,20241,발달상권,3120128,신도림역,육류판매,50204889,364,6348844,2941063,6206236,7167453,9684395,17636503,220395,40308390,9896499,0,2149340,7647859,11421275,6704091,22282324
영등포구,20241,발달상권,3120128,신도림역,일반의류,485646818,6014,66102692,51679408,98670363,77263570,67756067,84652562,39522156,83466338,402180480,0,60436140,101111812,58807498,93188399,172102969
영등포구,20241,발달상권,3120128,신도림역,신발,127938163,3170,15894652,12656001,27540009,26276708,9256567,24806682,11507544,35346175,92591988,0,2213456,7613472,25036138,28694082,64381015
영등포구,20241,발달상권,3120128,신도림역,가방,23699212,1664,2994393,1817110,3096765,5604889,3327104,2277786,4581165,15151116,8548096,0,1279656,4094897,4657943,7089289,6577427
영등포구,20241,발달상권,3120128,신도림역,안경,127057135,2414,16260567,13739430,20931037,12758480,19586430,28501575,15279616,51690750,75366385,1018641,22900263,28888405,24312520,19672962,30264344
영등포구,20241,발달상권,3120128,신도림역,시계및귀금속,597857539,3358,124403191,2455563,255414739,66029385,47359878,80383600,21811183,97373934,500483605,0,5344462,117722613,197095098,57597413,220097953
영등포구,20241,발달상권,3120128,신도림역,의약품,4661439721,130925,856436780,469933318,752747126,850891303,862128338,787189477,82113379,1374856133,3286583588,946464,912382274,1438519236,1000451063,1026110501,283030183
영등포구,20241,발달상권,3120128,신도림역,서적,16215316,333,428012,3772847,6386891,887729,713354,2092503,1933980,7036835,9178481,0,7720069,2217737,2869266,2615629,792615
영등포구,20241,발달상권,3120128,신도림역,문구,175833028,3205,14306829,27497795,30968927,30585805,34544720,26946158,10982794,108809943,38184366,0,2171017,22731830,20624666,43675764,57791032
영등포구,20241,발달상권,3120128,신도림역,화장품,208470302,7322,22897913,18846462,37252287,36334221,24264018,50767376,18108025,41966814,166503488,0,8718201,31461069,34745389,52174887,81370756
영등포구,20241,발달상권,3120128,신도림역,완구,822395296,16232,80883083,43957355,92431366,91705962,117039144,213909439,182468947,646947630,175447666,14720751,153739055,311414934,258300273,62697070,21523213
영등포구,20241,발달상권,3120128,신도림역,섬유제품,115024225,600,24364497,8714557,7819304,8306594,13163628,23554236,29101409,35504171,77525565,0,10029107,28954089,24880118,25327744,23838678
영등포구,20241,발달상권,3120128,신도림역,화초,19148567,554,2184371,1537753,1429078,3977512,4325273,4830612,863968,10453569,7043135,167551,2035740,7683261,5251992,1539466,818695
영등포구,20241,발달상권,3120128,신도림역,가구,2169219646,2219,76067497,167754605,200087197,294742030,175876802,644629871,610061644,812882523,1218259776,0,84658283,380819726,465287072,701064179,399313040
영등포구,20241,발달상권,3120128,신도림역,가전제품,510052208,2542,22358473,96863684,68208117,48903003,66730686,119031784,87956461,293401113,159302103,612676,21004160,55726529,33882026,74838337,266639488
영등포구,20241,발달상권,3120128,신도림역,전자상거래업,380924542,2445,114949942,186487938,0,0,36686152,0,42800510,223174090,157750452,0,0,0,0,265974600,114949942
영등포구,20241,발달상권,3120136,영등포구청역,한식음식점,11945722476,232066,1458649922,1716752524,2082804801,2046836949,2043425624,1687594793,909657863,6119665430,3245396888,20980236,1350067103,2957082099,1719072722,1818064969,1499795190
영등포구,20241,발달상권,3120136,영등포구청역,중식음식점,159574472,8661,25701761,28429233,26296693,29928110,30535827,18682848,0,88773288,35330855,331794,15566064,32904960,25926583,24443350,24931390
영등포구,20241,발달상권,3120136,영등포구청역,일식음식점,582060786,15389,72102782,80558994,109476551,106692860,112408092,96873301,3948206,297928527,171187857,1422752,88216028,164611988,64023844,68573507,82268261
영등포구,20241,발달상권,3120136,영등포구청역,양식음식점,154161771,7936,23875818,30767946,28889127,30618347,30326968,9414693,268872,53660039,55766133,45263,13564288,38802542,27896609,19546996,9570476
영등포구,20241,발달상권,3120136,영등포구청역,제과점,333629944,37798,40861003,50124470,50567868,56550063,54294950,47802366,33429224,148395625,160152804,441700,34873323,76298175,61016700,72181041,63737487
영등포구,20241,발달상권,3120136,영등포구청역,패스트푸드점,377174373,37644,52185120,51037825,61742936,54334122,62540439,81013258,14320673,125063887,232197749,1279422,109468032,136806995,46248946,45559861,17898378
영등포구,20241,발달상권,3120136,영등포구청역,치킨전문점,211955348,7547,32873591,34328547,31194184,34671807,37326892,28612020,12948307,111179922,77151532,418818,32342353,50185210,35519275,46404515,23461281
영등포구,20241,발달상권,3120136,영등포구청역,분식전문점,959975521,120689,136689552,152694161,173626646,158781043,156531683,110893354,70759082,424706867,493979791,4842145,167477499,275033890,179194206,190189082,101949836
영등포구,20241,발달상권,3120136,영등포구청역,호프-간이주점,3458907846,54942,388514388,448939705,491197058,582777310,644894455,627239666,275345264,2042353362,951246114,10165109,556081846,959943226,586780264,528691439,351937585
영등포구,20241,발달상권,3120136,영등포구청역,커피-음료,1301487034,190196,158420634,215641789,217858158,211843717,214793910,157193293,125735533,573208216,594183998,5703987,209587965,411162091,216060672,206156207,118721292
영등포구,20241,발달상권,3120136,영등포구청역,예술학원,98769435,263,16821261,2760896,17593430,17968560,5521792,26790559,11312937,68429920,30339515,0,5521792,54446193,0,5309640,33491810
영등포구,20241,발달상권,3120136,영등포구청역,스포츠 강습,21092779,34,1770916,749234,6679163,1702804,9587733,602929,0,3245095,14032746,0,1089795,6517571,8342289,408673,919514
영등포구,20241,발달상권,3120136,영등포구청역,일반의원,753638789,15235,165660515,160856419,69757063,149357144,125432420,82575228,0,241024864,512613925,8922357,121709289,269159532,109211204,131369982,113266425
영등포구,20241,발달상권,3120136,영등포구청역,치과의원,903827710,5869,189660307,176583875,169637336,173355182,76768263,117822747,0,595705112,308122598,0,57823487,160530749,128878024,38571700,518023750
영등포구,20241,발달상권,3120136,영등포구청역,한의원,206213514,3299,34993701,21362856,9362031,27642129,85497882,27354915,0,79662646,126550868,0,13503557,31082756,73612174,41014070,47000957
영등포구,20241,발달상권,3120136,영등포구청역,당구장,80559276,5014,9923013,10985652,13040482,10315164,12689264,17938630,5667071,70246364,6375101,867650,5000234,7230207,11614929,25408772,26499675
영등포구,20241,발달상권,3120136,영등포구청역,골프연습장,515496826,10761,58947783,84069880,57025014,46923824,65148573,116460999,86920753,313616203,123193787,0,8457478,59217396,116298467,125826872,127009779
영등포구,20241,발달상권,3120136,영등포구청역,PC방,96007803,16193,14029379,13494663,11717635,12210421,14231132,15843729,14480844,80566810,15440993,6604673,35914786,33568981,9749943,8957753,1211667
영등포구,20241,발달상권,3120136,영등포구청역,자동차수리,243069876,1123,10737927,68968052,8578246,105940437,25799377,22383443,662394,113869484,14988808,0,10371743,70185598,5309791,8542221,34448938
영등포구,20241,발달상권,3120136,영등포구청역,미용실,658497082,14396,66762060,81288942,107315330,100818334,100903149,138203707,63205560,271141012,369672851,4266291,82374474,186976831,114599000,152784337,99812929
영등포구,20241,발달상권,3120136,영등포구청역,네일숍,3028341,93,161943,712552,394063,318489,750336,690958,0,0,3028341,0,960865,663967,1187585,0,215924
영등포구,20241,발달상권,3120136,영등포구청역,피부관리실,26396753,112,1051361,1593819,266949,6200204,9663576,7620844,0,738190,25658563,0,9259626,10936923,5338983,0,861221
영등포구,20241,발달상권,3120136,영등포구청역,세탁소,7953151,400,1468825,871742,1188196,591112,1821105,2012171,0,4070649,3882502,0,733882,1930569,1480236,1801069,2007395
영등포구,20241,발달상권,3120136,영등포구청역,부동산중개업,47034470,470,0,23517235,0,0,0,23517235,0,47034470,0,0,0,23517235,23517235,0,0
영등포구,20241,발달상권,3120136,영등포구청역,여관,88990916,3005,12742684,11285295,18033145,13151229,10010569,12045972,11722022,53748823,18140836,129883,18613949,23194647,17205254,9664798,3081128
영등포구,20241,발달상권,3120136,영등포구청역,노래방,959573800,37782,108899985,96831076,108153480,122785698,163486928,205649173,153767460,768209260,178523347,5385549,104691680,117804883,80103167,475971282,162776043
영등포구,20241,발달상권,3120136,영등포구청역,슈퍼마켓,632775475,72301,100667381,100158117,83735797,105273739,77139135,103892330,61908976,415240518,216826988,4346256,99858507,208349717,107653945,118293334,93565748
영등포구,20241,발달상권,3120136,영등포구청역,편의점,2648762470,433941,376312415,399594976,416950422,404137107,403459217,345720561,302587772,1823875025,804579856,23044439,443418323,853976129,571575729,484834301,251605961
영등포구,20241,발달상권,3120136,영등포구청역,핸드폰,10859749,748,0,0,2621319,8238430,0,0,0,10859749,0,0,0,0,0,8238430,2621319
영등포구,20241,발달상권,3120136,영등포구청역,반찬가게,4256489023,108621,936457272,690780184,1099470685,720418845,602277006,207085031,0,1921324661,2195015627,0,154269778,1205012840,1241793322,1014030648,501233700
영등포구,20241,발달상권,3120136,영등포구청역,일반의류,3202532,37,835442,452532,626583,278481,626583,0,382911,0,3202532,0,0,0,0,487342,2715190
영등포구,20241,발달상권,3120136,영등포구청역,안경,358453882,3359,44962811,60769315,48151208,49260731,48041369,54433710,52834738,171868890,186584992,0,50901013,76746875,73137216,76936533,80732245
영등포구,20241,발달상권,3120136,영등포구청역,의약품,600153884,49364,109014336,95206546,98122635,109196697,102748518,65898064,19967088,299244479,300909405,2095331,48510062,113490952,77464971,114915838,243676730
영등포구,20241,발달상권,3120136,영등포구청역,의료기기,206637803,4547,17201589,74464768,40280341,28292085,46399020,0,0,57489517,92111442,0,0,6337427,0,50808680,92454852
영등포구,20241,발달상권,3120136,영등포구청역,문구,184015077,18258,22000796,64246957,27846950,26767328,29884027,13269019,0,65073737,49528475,1887918,11582890,27025628,15063643,20707859,38334272
영등포구,20241,발달상권,3120136,영등포구청역,화장품,49503193,1222,4451726,5827995,3431201,12971729,15079731,4548108,3192703,11096484,38406709,0,1929206,3937494,3667620,11477971,28490902
영등포구,20241,발달상권,3120136,영등포구청역,운동/경기용품,48816975,259,1353228,9170278,17275250,1727525,15979605,3311089,0,24919547,20586338,0,0,27769962,15187824,2159406,388693
영등포구,20241,발달상권,3120136,영등포구청역,섬유제품,1629507,68,0,0,0,0,0,1629507,0,1629507,0,0,0,0,1629507,0,0
영등포구,20241,발달상권,3120136,영등포구청역,화초,1011494,22,0,0,551724,459770,0,0,0,551724,459770,0,0,0,0,1011494,0
영등포구,20241,발달상권,3120136,영등포구청역,인테리어,32565320,1856,3870092,4656480,9592174,4152837,5990690,3357614,945433,19912418,5354510,0,371105,8720960,4214689,5951813,6008362
영등포구,20241,발달상권,3120136,영등포구청역,조명용품,33302241,855,5409575,3278933,4926907,7826227,6494988,5365611,0,16647103,12865174,0,590926,7839465,4967089,5359465,10755331
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),한식음식점,4304313125,83409,572346743,649046980,646736836,726190994,681074673,610062448,418854451,2078978113,1398292737,3941926,480607421,941534634,897661773,730439483,423085615
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),중식음식점,174000000,4160,26209400,27815123,26173550,31861326,31760756,26693059,3486786,96513110,49183913,0,19340676,44342273,44331385,25366413,12316279
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),일식음식점,545484958,7451,68193522,84209080,80578407,76298270,104946767,84628433,46630479,254106478,134551415,0,21833654,75856275,74164877,105451903,111351184
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),호프-간이주점,2395158112,41935,260553038,329541201,397794837,414391603,429771898,332606579,230498956,1185456927,726110352,4996292,244939334,564375924,501404233,406881921,188969573
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),커피-음료,494448655,53395,66023438,61598160,75241968,83923366,94463033,91663127,21535563,193271667,251405063,1172327,38352156,85242786,103197629,118289807,98422026
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),일반의원,1541748461,60266,270222126,289675634,267592861,268436051,266966189,178855600,0,730119582,811628879,1973279,97328824,311822392,385428042,366627053,378568871
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),치과의원,503831012,5026,89047264,101479686,97747997,72038906,68936521,74580638,0,264654441,239176571,83362,24957552,53408104,144211299,120771742,160398953
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),일반의류,118467460,487,0,18434296,26024888,35458911,19301792,14096814,5150759,16536648,101930812,0,0,0,14096814,34970944,69399702
영등포구,20241,발달상권,3120137,문래역(문래로데오거리),의약품,846116693,79438,154943149,148302607,92716981,184132909,155956387,110064660,0,463282277,382834416,935888,49061292,165415391,238746574,169402985,222554563
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),한식음식점,2664318950,69497,363918052,460624123,485669604,515245869,411251035,281533988,146076279,1057124559,489077747,897743,114415980,400584988,416049908,374257230,239996462
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),중식음식점,570571359,15447,81923206,83810017,102974310,103213661,88796513,102526190,7327462,265899754,121428221,407680,41540334,111298909,99917948,77561796,56601309
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),일식음식점,38382737,1448,8767677,7629534,6004939,7769181,8211406,0,0,13955665,13276037,65170,4724817,9821567,6103160,4594477,1922512
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),제과점,504778803,47377,72801752,73343417,81784090,69419675,73690827,79034874,54704168,198387004,234804853,2578476,39534512,121828366,103035144,102088408,64126951
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),패스트푸드점,46207806,2326,4421009,6246518,9700622,5554913,9436554,6826393,4021797,12967455,15841788,392971,2772691,5592838,4275486,9700661,6074598
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),치킨전문점,491820585,38303,68682892,72613352,98712101,130956885,61210014,34748262,24897079,128290682,191278164,0,75605007,84993046,57805286,49068150,52097358
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),분식전문점,69093036,8561,11445079,15387457,14946986,14029531,11814982,1359490,109511,29261240,20609028,0,8296040,18166594,12158116,8414409,2835110
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),커피-음료,1049158360,119374,149213449,188883390,169167914,174738746,160062604,132090726,75001531,405800163,508376654,1614359,207844979,324378010,207359861,129072395,43907215
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),일반교습학원,957726154,1821,215046963,110291985,216627002,224583436,64967963,78802326,47406479,332546970,625179184,0,0,0,580454805,377271349,0
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),스포츠 강습,51495530,176,8030082,14586719,14888120,6282576,2745327,0,4962706,25145669,25183097,0,7285676,18721020,14027095,7285675,3009301
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),일반의원,2173359379,83710,299541433,415147546,358959846,418960243,361234637,319515674,0,1125978748,1047380631,3875583,98021910,303117124,666306227,450932767,651105768
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),치과의원,686575118,5336,112456047,150270666,117171768,122177359,94361376,90137902,0,394415971,292159147,0,64807023,196858501,116442663,148899610,159567321
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),미용실,2332516,90,138889,608660,191994,212418,976307,204248,0,931372,1401144,0,0,20425,531046,383987,1397058
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),슈퍼마켓,155849418,18863,20351197,29307195,27831713,23035479,18303813,16089035,20930986,100409840,48462492,90920,14664592,38459949,35203285,39889202,20564384
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),컴퓨터및주변장치판매,15706477,127,6443279,0,3292531,0,5970667,0,0,15548940,157537,0,157537,3134994,12413946,0,0
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),반찬가게,373805735,42173,46325791,55931427,52433810,84303955,134415274,395478,0,214567493,78253049,272270,33099433,177992435,45388905,25898486,10169013
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),일반의류,15967010,228,804924,658908,1709041,5835816,3894622,3063699,0,1081021,14885989,0,0,0,3526994,3935803,8504213
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),의약품,805448568,59982,151322319,171360648,122329005,145467393,113073002,101896201,0,355480269,431293510,586802,43443523,102684261,133833887,164616360,341608947
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),문구,21529605,573,4421369,10152771,1750124,237444,4886020,81877,0,10234648,2591413,0,0,81877,8945082,2374438,1424663
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),화장품,21551966,385,982627,2131059,5252056,2755256,5310579,5120389,0,2267602,19284364,0,4932643,6519962,4740018,1531241,3828102
영등포구,20241,발달상권,3120138,당산2동(영등포우체국),조명용품,18755297,285,6537018,5348469,0,831984,5562407,475419,0,356565,12574844,0,0,7369002,2591036,0,2971371
영등포구,20241,발달상권,3120139,대림3동사거리,한식음식점,2939537430,81246,402306054,413717055,412075073,411968047,430245043,497889435,371336723,1818140440,738242366,4358220,94647733,394177489,439756337,869767640,753675377
영등포구,20241,발달상권,3120139,대림3동사거리,중식음식점,227625344,5158,42047175,26332712,25474187,21235671,37033382,50941503,24560714,162127661,52070334,541405,14455838,49280407,60164851,61476261,28279235
영등포구,20241,발달상권,3120139,대림3동사거리,제과점,344683829,30274,38705426,47317088,57541411,46836669,48565985,54891833,50825417,136387658,170525883,1238233,18611819,65815978,89767803,74218355,57261352
영등포구,20241,발달상권,3120139,대림3동사거리,패스트푸드점,40137030,2559,2245878,5516180,5838471,5971855,5381779,6127584,9055283,18145096,18603142,18958,6874066,7566381,9567157,8049817,4671859
영등포구,20241,발달상권,3120139,대림3동사거리,치킨전문점,121714620,3373,12971612,14144724,15445078,20951208,25230568,19083550,13887880,77408038,34546391,0,13862035,19190397,24962987,30856505,23082504
영등포구,20241,발달상권,3120139,대림3동사거리,분식전문점,158127437,12682,37247116,20031874,19939813,20456442,20253594,35713016,4485582,125937892,29394338,946027,8747610,18878726,19199550,31707894,75852420
영등포구,20241,발달상권,3120139,대림3동사거리,호프-간이주점,513316711,4376,47850317,129997472,72785245,40846975,55610340,69458189,96768173,426953092,41052728,0,44404669,46555273,87798595,228051660,61195625
영등포구,20241,발달상권,3120139,대림3동사거리,커피-음료,189185519,31116,28368477,29471670,30743630,27037985,29075572,20118158,24370027,95601638,85941433,329516,20205829,53907790,43182507,37688499,26228930
영등포구,20241,발달상권,3120139,대림3동사거리,일반교습학원,2325547589,4835,584958016,343379028,514142132,328417961,418459695,71775998,64414759,918580101,1406967488,0,60074735,576384750,1538995717,106545512,43546875
영등포구,20241,발달상권,3120139,대림3동사거리,스포츠 강습,134353813,803,37927214,24989572,15170887,23202532,25924367,0,7139241,39488924,94864889,0,0,28110759,100888624,5354430,0
영등포구,20241,발달상권,3120139,대림3동사거리,일반의원,339644854,16980,59413995,72058044,44514929,68555862,53686037,41415987,0,171788671,167856183,517989,12137620,39564246,68208075,95792428,123424496
영등포구,20241,발달상권,3120139,대림3동사거리,치과의원,215940477,1284,27155244,96433130,28340162,5623823,51538633,6849485,0,130513399,85427078,0,8238793,53496344,26855514,103857327,23492499
영등포구,20241,발달상권,3120139,대림3동사거리,한의원,267723435,8725,59781271,47806755,30526042,32561384,32799450,36563028,27685505,168905154,98567673,0,11910274,28346685,86496704,34166684,106552479
