district,quarter,zone_type,zone_code,zone_name,business_type,monthly_sales,monthly_count,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,male_sales,female_sales,age_10s_sales,age_20s_sales,age_30s_sales,age_40s_sales,age_50s_sales,age_60plus_sales
마포구,20243,발달상권,3120104,연남동(홍대),스포츠 강습,59904401,207,18710552,18031202,4530848,7353718,9600430,1677651,0,19631132,39330860,1130890,3654884,22721670,12814320,14611824,4028404
마포구,20243,발달상권,3120104,연남동(홍대),일반의원,3664763998,38327,665810309,511427834,535606800,635102832,702732084,566494862,47589277,926985799,2735037437,5528895,852118683,1195486165,665546467,616113122,327229903
마포구,20243,발달상권,3120104,연남동(홍대),치과의원,1400691314,11344,208771529,304401446,304341000,182962544,308141688,92073107,0,697229796,703461518,306160,95988109,374185648,306312354,337253292,286645751
마포구,20243,발달상권,3120104,연남동(홍대),한의원,520111987,15668,70961452,65216140,27299498,86008669,131794968,138831260,0,184156526,329223838,152055,100283736,159672761,48757691,121482665,83031456
마포구,20243,발달상권,3120104,연남동(홍대),당구장,107583320,3517,20215686,18190036,27749789,11916673,10693597,10288243,8529296,73921900,33661420,849865,39416222,23009618,17929606,16970832,9407177
마포구,20243,발달상권,3120104,연남동(홍대),PC방,126926914,24908,16257025,16782690,18050980,17981075,17548301,21372916,18933927,99745632,27181282,5817237,67725055,35048299,6504479,9802413,2029431
마포구,20243,발달상권,3120104,연남동(홍대),스포츠클럽,61542934,378,17590135,9273978,15544901,7448482,4794748,6834347,56343,23438489,35569032,619768,12012225,16260451,10045871,5138437,14930768
마포구,20243,발달상권,3120104,연남동(홍대),자동차수리,121727972,452,28016429,13326502,16986341,13324401,6299479,43774820,0,43898246,45452180,0,1517947,9858891,11893312,31930617,34149659
마포구,20243,발달상권,3120104,연남동(홍대),자동차미용,15233140,124,3011066,248946,1748550,0,2608009,7616569,0,11344837,2696918,0,889094,290437,10023051,2839172,0
마포구,20243,발달상권,3120104,연남동(홍대),미용실,1373815677,20800,130335318,96851412,213230801,204911406,229821127,348003794,150661819,515860897,852779097,10503527,309354766,457226324,260087525,233979230,97488622
마포구,20243,발달상권,3120104,연남동(홍대),네일숍,226313699,4482,24122917,30295382,28737095,47650436,53259256,35883309,6365304,12033628,214280071,4963558,131612564,37058580,23411181,27376457,1891359
마포구,20243,발달상권,3120104,연남동(홍대),피부관리실,448516445,2883,15079814,99019805,27282734,96512896,94507959,80159604,35953633,53525956,392302297,551668,156393408,146156544,34612906,63930754,44182975
마포구,20243,발달상권,3120104,연남동(홍대),세탁소,71571948,4361,12116119,15046283,10525163,8341589,9658410,13081449,2802935,28578386,41754568,382060,9885208,22560527,15245198,12811751,9448210
마포구,20243,발달상권,3120104,연남동(홍대),여관,50464300,531,4921659,3262673,15870968,25229556,0,1179444,0,25524209,12055299,505476,10517286,421230,8052567,18082949,0
마포구,20243,발달상권,3120104,연남동(홍대),노래방,401311531,64013,42476660,50149458,43230485,40567041,72339155,89857035,62691697,186685454,190114856,18613644,183680874,90768156,30690218,41113633,11933783
마포구,20243,발달상권,3120104,연남동(홍대),슈퍼마켓,757968068,124145,111371331,107749462,105972718,105288695,121790563,113139537,92655762,438018277,319949791,6426383,211064831,246023040,144091689,112694149,37667976
마포구,20243,발달상권,3120104,연남동(홍대),편의점,5433821296,641383,744201841,665920807,729128749,778748756,823304391,922848351,769668401,2165523597,3166228769,119121939,2182203611,1461256730,709304496,619044715,240820874
마포구,20243,발달상권,3120104,연남동(홍대),핸드폰,62718962,4423,28140265,1011839,22655587,44268,4623448,6243555,0,18122396,44596566,0,16203342,88536,1220530,9365332,35841222
마포구,20243,발달상권,3120104,연남동(홍대),육류판매,191705678,4693,16788405,19018875,31271663,29764575,51854115,35833059,7174986,95732496,83406771,375007,5333011,44537272,51784886,20899152,56209940
마포구,20243,발달상권,3120104,연남동(홍대),일반의류,2167265773,35054,314262208,204664961,254035404,229344678,280693377,543983236,340281909,517339664,1614546656,26142145,896587473,537405073,308442887,295626017,67682724
마포구,20243,발달상권,3120104,연남동(홍대),신발,31284364,381,3601638,2010670,5144777,5417095,3835890,6113998,5160296,9474452,21809912,0,11348572,9748723,6390221,3796848,0
마포구,20243,발달상권,3120104,연남동(홍대),안경,52186780,514,14247850,5065951,11727727,5483649,8999826,6661777,0,28649554,23537226,0,9885305,6847614,19579842,8821016,7053003
마포구,20243,발달상권,3120104,연남동(홍대),의약품,652770322,68661,86175449,72514954,84668846,79420324,98122549,116580119,115288081,250510825,398659649,3342136,224876000,187050333,79946559,100719570,53235877
마포구,20243,발달상권,3120104,연남동(홍대),문구,435672362,30057,45377240,58880476,89359088,68096839,104934478,44132835,24891406,91730275,162315349,4577743,66195350,55666132,66491782,46572639,14541980
마포구,20243,발달상권,3120104,연남동(홍대),화장품,452825194,6016,50841445,65147458,17257375,84529857,109127226,90563769,35358064,110318736,320059990,3665819,102855510,143618473,104498187,65294598,10446140
마포구,20243,발달상권,3120104,연남동(홍대),완구,142765864,4382,9128686,13858215,19403090,13237028,38405217,28357883,20375745,137347536,5418328,237920,39181476,84773653,15064796,3331884,176135
마포구,20243,발달상권,3120104,연남동(홍대),화초,331202621,15096,61527678,27527344,27024642,36016385,55707462,65483854,57915256,109609786,202822056,6365924,140394406,90846460,25629447,43407335,5788267
마포구,20243,발달상권,3120104,연남동(홍대),애완동물,4912379,95,724869,0,50183,713717,167277,1226701,2029632,2241517,2670862,0,22304,1923690,1143062,791779,1031544
마포구,20243,발달상권,3120104,연남동(홍대),인테리어,4304353,143,0,0,0,4304353,0,0,0,0,4304353,0,0,0,0,0,4304353
마포구,20243,발달상권,3120104,연남동(홍대),조명용품,6568267,293,1031381,2442743,895673,537404,1063951,597115,0,2611022,2513313,0,477692,1639353,586259,835962,1585070
마포구,20243,발달상권,3120104,연남동(홍대),전자상거래업,3150873853,80822,224642434,546898602,266542859,405352011,611543671,634151933,461742343,1311645887,1839227966,36928067,1133889943,1107794009,417546509,240142744,214572581
마포구,20243,발달상권,3120107,공덕역(공덕오거리),한식음식점,7410674931,119130,1150424811,1101197307,1203924611,1224418317,1313797009,808541963,608370913,2988823782,1804476648,2476164,415589910,1097242669,1168938257,1154080146,954973284
마포구,20243,발달상권,3120107,공덕역(공덕오거리),일식음식점,474987350,10832,70664087,75759704,83609420,104671623,104235008,31991377,4056131,177815255,112604312,1652138,40862495,86352484,69672964,59532477,32347011
마포구,20243,발달상권,3120107,공덕역(공덕오거리),양식음식점,309106516,4804,44608320,42977500,40595925,58357073,40989937,43496746,38081015,98129420,138616596,304501,21319877,68802194,55898136,50359333,40061974
마포구,20243,발달상권,3120107,공덕역(공덕오거리),제과점,1392103840,127329,196939496,194909712,218354006,209789664,229901237,184319834,157889891,484579100,755002536,5283957,146804334,325411197,276867062,253533058,231682030
마포구,20243,발달상권,3120107,공덕역(공덕오거리),패스트푸드점,85419350,6150,16218363,16943621,12333840,13083758,13078268,8448151,5313349,25971520,27733272,248708,6612177,14505512,12728281,11140328,8469785
마포구,20243,발달상권,3120107,공덕역(공덕오거리),치킨전문점,248815734,4052,42878848,32888632,46725546,52541594,49535340,21724366,2521408,120504291,50990108,219852,25373340,42051175,41747608,39056328,23046100
마포구,20243,발달상권,3120107,공덕역(공덕오거리),분식전문점,1142060761,101773,197724433,196032461,182157809,230581157,196442844,105803362,33318695,442595506,459707678,3376099,133489640,294150998,209702324,162641371,98942746
마포구,20243,발달상권,3120107,공덕역(공덕오거리),호프-간이주점,737382180,14872,92012118,101765861,148613990,120235530,127873759,92151931,54728991,347877321,215545211,963062,108437485,183605549,125050991,108474884,36890564
마포구,20243,발달상권,3120107,공덕역(공덕오거리),커피-음료,1342418540,234210,215180483,213078864,237670639,227130681,241478365,125830587,82048921,546293468,534727689,4645273,184097065,337356544,241462905,184630524,128828846
마포구,20243,발달상권,3120107,공덕역(공덕오거리),스포츠 강습,638908513,724,89920900,60155003,151433516,214475184,121972974,950936,0,101259430,472078443,0,100611484,357801868,34888066,77596349,2440105
마포구,20243,발달상권,3120107,공덕역(공덕오거리),일반의원,4155091602,50800,881146396,625828620,532882843,576086417,996574424,542572902,0,1579501877,2575589725,3435927,310268791,1471970720,1317373253,686624857,365418054
마포구,20243,발달상권,3120107,공덕역(공덕오거리),치과의원,1018357104,8438,233903828,178256064,163636672,69035096,202187529,171337915,0,487238696,531118408,0,36220734,173324792,368436087,149427954,290947537
마포구,20243,발달상권,3120107,공덕역(공덕오거리),한의원,212365147,6491,33957028,25998368,34915264,28087537,48504241,40902709,0,116162758,96202389,0,5405243,26229714,57298756,60081610,63349824
마포구,20243,발달상권,3120107,공덕역(공덕오거리),골프연습장,170824290,3482,18440742,31885884,23948723,27738571,28056563,24829586,15924221,119189424,13287801,0,3652969,35197867,35281443,44133081,14211865
마포구,20243,발달상권,3120107,공덕역(공덕오거리),스포츠클럽,514683646,1024,78894642,97278653,85479509,116340108,86320683,36141485,14228566,257674703,242090389,0,96200930,209160023,116618420,56508402,21277317
마포구,20243,발달상권,3120107,공덕역(공덕오거리),미용실,489733032,6858,47476455,69975946,51679377,60711767,82598027,118237170,59054290,231273121,250282442,1121154,51198237,147406323,137098885,95360181,49370781
마포구,20243,발달상권,3120107,공덕역(공덕오거리),네일숍,34960814,337,8685655,2379920,5096820,5210550,4060606,6772453,2754810,14075657,20885157,0,2342375,9800244,6263293,10354384,6200518
마포구,20243,발달상권,3120107,공덕역(공덕오거리),피부관리실,453093645,1587,74001118,61837579,71294090,80405577,57132634,88541699,19880948,176118442,276975203,0,101479189,104629202,35916315,181645937,29423002
마포구,20243,발달상권,3120107,공덕역(공덕오거리),슈퍼마켓,41428669,12240,9710501,8757708,7875555,7690235,6820591,555994,18085,19221300,21971726,0,6622824,17545087,10383307,4010923,2630885
마포구,20243,발달상권,3120107,공덕역(공덕오거리),편의점,790540502,96624,121345547,120466587,115909040,119969412,115550842,106992017,90307057,367907668,411930796,7850798,153772739,262042868,178119011,123222844,54830203
마포구,20243,발달상권,3120107,공덕역(공덕오거리),핸드폰,99568661,1372,82013856,1371469,16183336,0,0,0,0,0,97922898,0,0,0,0,11794635,86128263
마포구,20243,발달상권,3120107,공덕역(공덕오거리),반찬가게,135578744,3930,49122734,32666617,4421046,41999937,7368410,0,0,66070076,69508668,0,0,66070076,69508668,0,0
마포구,20243,발달상권,3120107,공덕역(공덕오거리),일반의류,10901183076,111303,831596746,1169829924,1739081120,1845358123,2354144721,2955388746,5783696,3125682302,7562954644,0,226890310,894535702,1623577051,3847642242,4095991641
마포구,20243,발달상권,3120107,공덕역(공덕오거리),의약품,957657157,77836,187477193,147914915,135850973,153199218,195062469,137719282,433107,423588337,526530680,1982284,56956054,231789674,233071526,165463127,260856352
마포구,20243,발달상권,3120107,공덕역(공덕오거리),화장품,20854274,184,3749820,461677,4805996,4490469,3120718,4225594,0,2252695,18601579,0,1189222,15153914,2809581,1263234,438323
마포구,20243,발달상권,3120107,공덕역(공덕오거리),화초,166042391,4603,32776084,26692913,23781695,20001998,29565663,23973665,9250373,71951499,67950257,484943,23319792,56142134,29898313,14550636,15505941
영등포구,20243,발달상권,3120128,신도림역,한식음식점,4123479532,158383,602300791,549529445,580761999,614219800,744499534,637386501,394781462,2180607882,1558489703,13852856,646936055,1172300221,723653466,607041394,575313590
영등포구,20243,발달상권,3120128,신도림역,중식음식점,229321458,9638,33678484,26168704,33744268,36566855,42768957,32651810,23742380,111929438,75946666,248718,14264307,51564389,45158589,38305311,38334791
영등포구,20243,발달상권,3120128,신도림역,일식음식점,1135907653,54208,162657394,141850161,161800686,140961183,187025554,190489870,151122805,582174523,442485980,3178998,213791965,347239091,212263691,122143954,126042802
영등포구,20243,발달상권,3120128,신도림역,양식음식점,578433921,17566,25043524,66686493,86805898,78279229,81256052,142232989,98129736,285075086,253537140,1607105,96197338,181283053,121865716,79706914,57952100
영등포구,20243,발달상권,3120128,신도림역,제과점,111254804,12479,15766137,13233560,15377695,14312304,17134589,20294188,15136331,40730073,58374174,163489,9233948,23632254,23383226,24274988,18416341
영등포구,20243,발달상권,3120128,신도림역,패스트푸드점,775743162,100654,100588905,99421979,103373421,111764649,113713433,132878617,114002158,410075744,365667418,7457572,158156074,271436397,172767948,106171871,59753300
영등포구,20243,발달상권,3120128,신도림역,치킨전문점,507029521,11755,57604200,51738895,72447199,71211404,100126594,86244227,67657002,302337083,162557322,2043920,82867849,128313546,83715821,99430481,68522788
영등포구,20243,발달상권,3120128,신도림역,분식전문점,861078122,72143,121822284,123109899,90461696,140999805,152350598,139459263,92874577,451150010,307807745,1883232,77252944,210177102,211279165,153668876,104696434
영등포구,20243,발달상권,3120128,신도림역,호프-간이주점,1956643188,42658,209964736,219416718,241006474,256559377,375790574,429746566,224158743,1115156418,776870558,11702825,577062392,721640493,288146186,209296194,84178888
영등포구,20243,발달상권,3120128,신도림역,커피-음료,1415986390,178205,193196324,171837129,195541435,193282230,205110643,269794446,187224183,556223028,791474515,12731287,265869674,430374957,255512348,223812953,159396328
영등포구,20243,발달상권,3120128,신도림역,예술학원,144449823,7838,25635391,14566206,17033456,22041240,16856339,23678001,24639190,42530692,96870906,123314,5276670,49743501,46219911,18579297,19458903
영등포구,20243,발달상권,3120128,신도림역,일반의원,2238004674,46446,474249333,220445083,313575990,337073252,495035275,397625741,0,733159889,1504844785,4670677,352280358,733828011,544276819,393308826,209639983
영등포구,20243,발달상권,3120128,신도림역,치과의원,632682635,5994,109683423,105842918,41244063,101521225,135739900,138651106,0,205430398,427252237,2281646,111870400,131556040,252277232,124322635,10374682
영등포구,20243,발달상권,3120128,신도림역,한의원,798669827,17302,124438248,68132408,309783801,38781662,197248126,60186188,99394,175868184,622801643,43214,16813380,163043465,127906076,319739665,171124027
영등포구,20243,발달상권,3120128,신도림역,스포츠클럽,205539762,743,70304319,21113204,32159048,32365952,24708019,12141218,12748002,95212268,105488081,0,21063526,54402671,51355912,52310592,21567649
영등포구,20243,발달상권,3120128,신도림역,미용실,222921752,4889,30494873,21598262,20955826,43344394,40559032,38504344,27465021,76112215,146809537,862779,22813208,68736108,42377304,55228047,32904306
영등포구,20243,발달상권,3120128,신도림역,네일숍,165575132,2959,29294319,11139924,26282270,20528529,28007812,38318746,12003532,22220084,143355048,1012693,22951312,50020441,34723808,32249168,24617710
영등포구,20243,발달상권,3120128,신도림역,피부관리실,153739130,159,0,55956521,91000000,0,6782609,0,0,0,153739130,0,6782609,146956521,0,0,0
영등포구,20243,발달상권,3120128,신도림역,세탁소,45596223,3187,5932704,6723730,4704840,6038961,5265643,11027157,5903188,23247359,22348864,0,7548466,21350099,6466890,7337496,2893272
영등포구,20243,발달상권,3120128,신도림역,부동산중개업,28056420,425,28056420,0,0,0,0,0,0,28056420,0,0,0,0,0,28056420,0
영등포구,20243,발달상권,3120128,신도림역,노래방,120644473,21091,11091995,11034907,16891281,15105947,18884858,30500871,17134614,62352595,52188954,2668778,45263380,43306887,7986738,13034370,2281394
영등포구,20243,발달상권,3120128,신도림역,슈퍼마켓,355948591,68547,56037757,46062016,57005663,55178974,60662190,45043448,35958543,214354469,141594122,1341459,51577169,119921992,100889401,53380443,28838127
영등포구,20243,발달상권,3120128,신도림역,편의점,869788954,80763,122436300,79070508,118919885,133063889,144469784,148246653,123581935,351326307,518462647,7304592,217448487,285705811,153641174,122897264,82791626
영등포구,20243,발달상권,3120128,신도림역,컴퓨터및주변장치판매,2005103061,7085,271255896,83958219,453938993,315854458,128391200,515223335,236480960,933290750,601477987,1031494,42182694,535242471,356218465,334120055,265973558
영등포구,20243,발달상권,3120128,신도림역,핸드폰,5500518563,12288,550165293,17724397,638810912,1428113772,2110408539,445945836,309349814,2327804180,2328654951,0,64989457,1281733883,1212348776,1772912382,324474633
영등포구,20243,발달상권,3120128,신도림역,육류판매,45525363,315,5448746,3813999,9294846,3794243,6999533,14557152,1616844,18239655,19842917,0,1354470,3171335,1758218,10048016,21750534
영등포구,20243,발달상권,3120128,신도림역,일반의류,465252524,6699,77446560,47703573,74243805,79471561,84625152,68874976,32886897,115086594,350165930,0,55379222,103139719,38668870,97019181,171045532
영등포구,20243,발달상권,3120128,신도림역,신발,267843253,4846,20327697,25059342,33649804,58502424,35395460,64382526,30526000,94043541,173799712,0,5769552,20190966,16972184,72277863,152632688
영등포구,20243,발달상권,3120128,신도림역,가방,10339613,819,742200,409489,2866427,1535586,1663552,3122359,0,3890151,6372683,0,818979,793387,1586773,1561180,5502515
영등포구,20243,발달상권,3120128,신도림역,안경,198686956,3504,34664354,20566364,30803705,25623915,33977791,32565956,20484871,81510061,117176895,768032,30713025,42421390,40559844,42450906,41773759
영등포구,20243,발달상권,3120128,신도림역,시계및귀금속,387762398,2889,36616789,20222290,46547377,92480861,77169701,73161353,41564027,120467067,267295331,0,0,7041690,102086449,145131038,133503221
영등포구,20243,발달상권,3120128,신도림역,의약품,4635160853,132327,1047012736,179025060,698321866,974167068,863819588,789572644,83241891,1145726726,3489434127,7383338,1064730912,1368631931,975728817,827787172,390898683
영등포구,20243,발달상권,3120128,신도림역,서적,9538328,254,253637,456547,459716,507274,475569,2677453,4708132,1868986,7669342,0,2758300,2438084,3866375,0,475569
영등포구,20243,발달상권,3120128,신도림역,문구,294780238,3039,65896766,4150475,150119474,10727381,6257638,52520228,5108276,163542959,9788006,0,0,36994721,97264358,9105760,29966127
영등포구,20243,발달상권,3120128,신도림역,화장품,225820372,7386,25720527,47668577,39729398,18169618,44384167,33220520,16927565,49377982,176442390,0,20010181,67484814,33246427,40171269,64907681
영등포구,20243,발달상권,3120128,신도림역,완구,687421362,14924,69437137,37936929,67006911,89670318,108411939,170649939,144308189,526791235,160630127,8910873,148245739,252073219,205926276,56407794,15857461
영등포구,20243,발달상권,3120128,신도림역,섬유제품,143770932,611,7139364,9825125,24738464,42439555,5178872,23276594,31172958,55560120,70079093,0,7139365,18290371,27911514,22556992,49740971
영등포구,20243,발달상권,3120128,신도림역,화초,10927291,294,1608393,2151768,1765972,1450814,1358440,1113921,1477983,6846537,3651487,342327,1863779,4189429,1320403,1097619,1684466
영등포구,20243,발달상권,3120128,신도림역,가구,1548059489,1686,127143620,67476713,209771355,180562685,84814480,483426911,394863725,788011532,666330301,0,28115297,304013260,254097560,445738780,422376934
영등포구,20243,발달상권,3120128,신도림역,가전제품,714151301,2782,104823810,18960379,116470901,273743553,37403658,31715543,131033457,446136274,236496475,0,14874303,134661473,66743044,157167666,309186263
영등포구,20243,발달상권,3120128,신도림역,전자상거래업,298992137,4280,36686152,0,6114359,0,128401531,127790095,0,67257945,231734192,0,128401531,0,103944097,0,66646509
영등포구,20243,발달상권,3120136,영등포구청역,한식음식점,10729545204,226729,1617199943,1579800615,1659176669,1706688099,1922130630,1441997722,802551526,5686859940,2945408502,22345327,1308682639,2550101348,1626847120,1757844396,1366447592
영등포구,20243,발달상권,3120136,영등포구청역,중식음식점,145882733,8408,26171816,23018920,23554051,25184922,25219778,19690395,3042851,81791213,37538686,45539,14205694,34071687,28328645,22378978,20299354
영등포구,20243,발달상권,3120136,영등포구청역,일식음식점,438498032,13115,78752257,67948471,70390495,68570663,83511973,63342941,5981232,203343481,140314289,1816705,67660280,112677056,56323267,52591347,52589113
영등포구,20243,발달상권,3120136,영등포구청역,양식음식점,149893754,7569,22844284,23248763,27562315,32252921,33670932,10227597,86942,49054495,47149299,343814,15964345,36162978,20252847,17201891,6277917
영등포구,20243,발달상권,3120136,영등포구청역,제과점,226580216,25013,30867165,29282178,35837402,30758326,37387654,33933996,28513495,102378587,110972205,668121,24664401,51206943,46720359,46782400,43308565
영등포구,20243,발달상권,3120136,영등포구청역,패스트푸드점,371159721,37444,56473893,54422057,52200516,56416167,73416635,63700724,14529729,115297235,209003358,4924234,94704514,126625775,47108357,35723464,15214254
영등포구,20243,발달상권,3120136,영등포구청역,치킨전문점,255081509,7572,37156516,41374382,36330755,46578789,47974488,35011005,10655574,128613811,88723693,509269,36674932,61819354,40502628,45877503,31953817
영등포구,20243,발달상권,3120136,영등포구청역,분식전문점,713824761,78636,115664354,108730897,105461974,114862732,121988210,86032969,61083625,333637868,344828132,3956731,114311765,196904927,137090360,148033825,78168389
영등포구,20243,발달상권,3120136,영등포구청역,호프-간이주점,3334977399,55424,438042553,482913652,455410643,535141280,583318699,538552309,301598263,2040987857,847547952,7634474,509271394,880560461,568368255,564340544,358360679
영등포구,20243,발달상권,3120136,영등포구청역,커피-음료,1460049850,225343,220065241,220755502,236687373,229741689,247910447,176051587,128838011,673126390,613192117,7723742,220808769,429224223,259378347,227619723,141563700
영등포구,20243,발달상권,3120136,영등포구청역,예술학원,44908103,166,4693522,0,3746341,11632407,2831808,14596744,7407281,31231857,13676246,0,2626218,24596261,0,3380354,14305270
영등포구,20243,발달상권,3120136,영등포구청역,스포츠 강습,27806374,45,6160083,4849580,3441628,1141397,7276427,4937259,0,9402344,18404030,0,1042589,13210563,11526275,1430695,596252
영등포구,20243,발달상권,3120136,영등포구청역,일반의원,830237680,19327,261056051,149343439,70241418,97838853,158971519,92786400,0,270999150,559238530,8369258,161212668,282024064,164432263,124026155,90173272
영등포구,20243,발달상권,3120136,영등포구청역,치과의원,731275567,5014,108988884,127937019,187522204,79780503,170324383,56722574,0,361982466,369293101,516360,32686170,134214530,55616432,156380262,351861813
영등포구,20243,발달상권,3120136,영등포구청역,한의원,255487822,4356,49974617,37855231,2209584,80127375,38128323,47192692,0,110416174,145071648,0,18121377,38128461,124476031,32782671,41979282
영등포구,20243,발달상권,3120136,영등포구청역,당구장,84802417,4968,12809324,9619003,8475562,11297045,12253012,16296538,14051933,78484106,2662971,144997,3004904,5374650,9433135,21644686,41544706
영등포구,20243,발달상권,3120136,영등포구청역,골프연습장,547021841,11985,123903731,80326343,54540219,57496433,64360547,68837841,97556727,356627813,111183532,0,6967508,69623019,124498216,132611888,134110714
영등포구,20243,발달상권,3120136,영등포구청역,PC방,91390229,14927,12295778,11554638,13277698,13445216,13226094,15076318,12514487,74997113,16393116,7723239,35968380,27954598,7938218,11009117,796677
영등포구,20243,발달상권,3120136,영등포구청역,자동차수리,107019763,830,11601905,25443924,18670598,14879309,14208400,22215627,0,62027746,11563067,0,1423172,18028782,12431990,12103763,29603103
영등포구,20243,발달상권,3120136,영등포구청역,미용실,590613393,13731,74263851,63494561,97645932,98329705,90021735,114019488,52838121,255421288,324761562,6226229,87574112,157470692,127021833,129965836,71924148
영등포구,20243,발달상권,3120136,영등포구청역,네일숍,4172740,130,469635,205128,815115,1182187,696356,804319,0,0,4172740,0,809717,475033,1765183,582995,539812
영등포구,20243,발달상권,3120136,영등포구청역,피부관리실,36993160,146,12247424,1297425,0,15368650,978813,5926272,1174576,0,36993160,0,18923070,6895547,0,11174543,0
영등포구,20243,발달상권,3120136,영등포구청역,세탁소,6550006,287,1647951,197038,800092,537375,1403146,1964404,0,2848089,3701917,0,1104605,1313584,955334,2018141,1158342
영등포구,20243,발달상권,3120136,영등포구청역,부동산중개업,233586175,2336,23517235,19333333,38666667,85701137,19333333,47034470,0,171402273,62183902,0,0,89885038,100850569,42850568,0
영등포구,20243,발달상권,3120136,영등포구청역,여관,80029859,2983,10679737,10060682,7049129,13788750,9115207,18313314,11023040,50562126,19707955,12370,14924209,15591689,22591242,8246886,8903685
영등포구,20243,발달상권,3120136,영등포구청역,노래방,960613208,51596,99237682,145777512,93697588,131229843,157510630,200723747,132436206,767185667,136393707,8183967,86322949,157899866,140325053,306722175,204125363
영등포구,20243,발달상권,3120136,영등포구청역,슈퍼마켓,669330592,70225,88698569,74993822,102946000,95232971,105059374,113541173,88858683,416562691,181988164,3006515,106306580,205203193,107229120,111847053,64958394
영등포구,20243,발달상권,3120136,영등포구청역,편의점,2743983317,473035,422137344,395459297,405233086,407479776,454799420,362350420,296523974,1865420468,848423384,39762312,505111300,846926839,578251546,478639186,265152668
영등포구,20243,발달상권,3120136,영등포구청역,반찬가게,4548115140,214096,1086082398,665054113,961988485,770667400,770301455,294021289,0,1482023686,3037165834,4772633,403830409,935024720,1256534380,893494404,1025532975
영등포구,20243,발달상권,3120136,영등포구청역,일반의류,11922468,69,4107594,974684,3393988,591772,1844937,1009493,0,8023734,3898734,0,0,0,278481,226266,11417721
영등포구,20243,발달상권,3120136,영등포구청역,안경,371272532,3839,54850639,51088347,55085983,37260990,62881830,67062560,43042183,177370781,193901751,4504813,56215723,97132137,71377486,75054617,66987756
영등포구,20243,발달상권,3120136,영등포구청역,의약품,733600269,56809,142026581,109822679,101957474,111311063,134434829,95665191,38382452,349049838,384550431,1468476,75703765,149722027,98522263,127469224,280714514
영등포구,20243,발달상권,3120136,영등포구청역,문구,110500958,13712,23366774,21561296,17885763,15904411,16469137,15313577,0,39686142,38816380,137403,10361569,12499561,10858968,16113264,28531757
영등포구,20243,발달상권,3120136,영등포구청역,화장품,7297973,20,0,0,7297973,0,0,0,0,0,7297973,0,0,0,0,0,7297973
영등포구,20243,발달상권,3120136,영등포구청역,운동/경기용품,295637099,1469,88089376,19866536,112375497,11444853,30793131,22198695,10869011,150294669,24718003,0,6478218,38581390,65746720,58375946,5830396
영등포구,20243,발달상권,3120136,영등포구청역,인테리어,28640446,1785,7589975,3269255,2318521,6918452,4037971,4506272,0,14441275,8650273,0,883583,4921556,4108659,8535408,4642343
영등포구,20243,발달상권,3120136,영등포구청역,조명용품,37127189,785,4942508,6681248,8716399,4003644,6871763,5911627,0,17418246,16652673,0,1532243,2573677,9735280,7803306,12426411
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),한식음식점,4149813616,79555,637158730,549557333,637912999,654419554,717375234,578568992,374820774,2015696700,1289263546,6454435,479901038,944513747,797325399,698878959,377886669
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),중식음식점,174000000,4856,29082188,24178509,33187905,28439292,31672905,23648171,3791030,84974115,59138506,49354,30272858,37280913,35132703,27023788,14353005
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),일식음식점,549378822,7562,62905151,73299754,89714144,73329961,105394120,81809664,62926028,252257278,141416362,394328,26149470,67058518,104719871,90865061,104486393
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),호프-간이주점,2273775680,43587,311558121,285108641,381656114,367418892,394025137,302435558,231573217,1203889406,606088623,2665698,226568977,506103819,480216533,428549355,165873648
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),커피-음료,583794095,65162,81966791,96236967,94540502,93874907,89251055,97071962,30851911,221487191,307791003,1689112,37475240,96853776,112889062,165949239,114421765
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),일반의원,1362298030,55739,283773118,203433186,141689149,244355448,320840206,168206923,0,595564813,766733217,1767007,73861179,270096401,383765513,325705113,307102817
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),치과의원,549419557,5296,168293737,67651762,47330980,103128134,99514133,63500811,0,218552722,330866835,0,8423997,51772056,110847788,194117378,184258338
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),일반의류,36868592,325,0,0,10138862,7156844,16048682,3524204,0,2548270,34320322,0,0,0,0,2548270,34320322
영등포구,20243,발달상권,3120137,문래역(문래로데오거리),의약품,866194864,72758,190510683,140988003,74676509,175656226,163864259,120499184,0,470132811,396062053,1179724,46606349,170141900,236625318,160472208,251169365
영등포구,20243,발달상권,3120138,당산2동(영등포우체국),한식음식점,2412753204,61800,458894038,375077486,399968306,434459197,405188398,204709252,134456527,858461702,487285444,580805,107638812,362787769,333194614,308991174,232553973
영등포구,20243,발달상권,3120138,당산2동(영등포우체국),중식음식점,579928622,16721,86500795,85480223,90532691,105111886,100445291,92247965,19609771,275997286,113757464,2065939,41791676,118633350,100689959,78685110,47888714
